FLAG,Avg min between sent tnx,Avg min between received tnx,Time Diff between first and last (Mins),Sent tnx,Received Tnx,Unique Received From Addresses,Unique Sent To Addresses,max value received ,avg val received,max val sent,avg val sent,total Ether sent,total ether received,total ether balance,Number of Created Contracts,max val sent to contract,total ether sent contracts, Total ERC20 tnxs, ERC20 total ether sent, ERC20 avg time between sent tnx, ERC20 max val sent, ERC20 uniq sent addr, ERC20 uniq rec addr,Address
0,557307.7899999999,12262.493101092896,2992048.316666667,6,245,221,6,100.0,6.173327838676641,373.0,252.0731929378488,1512.4391576270928,1512.465320475777,0.02616284868418,0,0,0,88,0,0,0,0,75,0x29d7d1dd5b6f9c864d9db560d72a247c178ae86b
0,0.5728950159066808,9.538732394366198,5418.0,9431,569,500,4040,2347.9791230257238,25.696951861590254,1776.817744678645,0.9343790671350216,8812.128982150389,14621.565609244855,5809.4366270944665,0,0.0,0.0,10000,242418007845545.25,1.061748440993058,175560000256930.47,7125,1192,0x1ab4973a48dc892cd9971ece8e01dcc7688f8f23
0,18049.85,736.5,18074.866666666665,2,2,2,1,30.0,17.490000000000002,20.0,17.489,34.978,34.980000000000004,0.0020000000000024,0,0,0,1,0,0,0,0,1,0x4182d887fb4fba8cd49e9f50908c13c761080ec5
0,0.5728950159066808,9.538732394366198,5418.0,9431,569,500,4040,2347.9791230257233,25.696951861590254,1776.817744678645,0.9343790671350216,8812.128982150389,14621.565609244855,5809.4366270944665,0,0.0,0.0,10000,242418007845545.25,1.061748440993058,175560000256930.47,7125,1192,0x1ab4973a48dc892cd9971ece8e01dcc7688f8f23
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,hjd
0,0.5728950159066808,9.538732394366198,5418.0,9431,569,500,4040,2347.9791230257238,25.696951861590254,1776.817744678645,0.9343790671350216,8812.128982150389,14621.565609244855,5809.4366270944665,0,0.0,0.0,10000,242418007845545.25,1.061748440993058,175560000256930.47,7125,1192,0x1ab4973a48dc892cd9971ece8e01dcc7688f8f23
0,0,3923.7809836065576,2393525.8666666667,0,611,310,0,5.0,0.008183306055646482,0,0,0,5.0,5.0,0,0,0,1,0,0,0,0,1,0x64f0d720ce8b97ba44cd002005d2dfa3186c0580
0,0,3923.7809836065576,2393525.8666666667,0,611,310,0,5.0,0.008183306055646482,0,0,0,5.0,5.0,0,0,0,1,0,0,0,0,1,0x64f0d720ce8b97ba44cd002005d2dfa3186c0580
0,18049.85,736.5,18074.866666666665,2,2,2,1,30.0,17.490000000000002,20.0,17.489,34.978,34.980000000000004,0.0020000000000024443,0,0,0,1,0,0,0,0,1,0x4182d887fb4fba8cd49e9f50908c13c761080ec5
